RowNumber,CustomerId,CreditScore,Tenure,Balance,HasCrCard,IsActiveMember
2391,15599251,602,7,184715.86,1,0
2392,15570004,850,3,0.0,1,0
2393,15656912,649,4,0.0,1,1
2394,15657342,850,4,147972.19,1,0
2395,15716284,543,9,0.0,1,1
2396,15672374,672,8,170008.84,0,0
2397,15732476,600,3,0.0,0,1
2398,15747724,671,10,0.0,1,0
2399,15633877,706,8,95386.82,1,1
2400,15672516,541,7,90373.28,1,0
2401,15607827,711,4,133467.77,1,1
2402,15751336,630,3,0.0,0,1
2403,15646539,531,3,96288.26,1,0
2404,15756901,641,4,91547.84,0,1
2405,15809286,631,8,138292.64,0,0
2406,15759021,685,9,0.0,1,0
2407,15725039,702,8,71667.74,1,1
2408,15579130,708,0,118994.84,1,0
2409,15754112,653,7,0.0,1,1
2410,15735522,654,2,145610.07,0,0
2411,15613326,596,1,138162.81,1,0
2412,15739502,549,9,135020.21,1,1
2413,15670914,754,2,0.0,1,0
2414,15604073,815,8,135161.67,1,1
2415,15806027,556,9,0.0,1,0
2416,15574886,706,6,94486.47,1,1
2417,15707120,850,9,117640.39,1,0
2418,15800845,732,8,111379.55,1,1
2419,15603914,614,6,0.0,1,1
2420,15722765,580,0,136820.99,0,1
2421,15783305,593,7,98752.51,1,0
2422,15574842,653,2,158266.42,1,1
2423,15607837,746,4,105599.67,1,1
2424,15714877,662,10,0.0,1,0
2425,15782941,573,2,0.0,1,1
2426,15630167,684,4,139723.9,1,1
2427,15759038,793,3,141806.46,1,0
2428,15661821,798,5,132571.67,1,1
2429,15728006,524,2,180516.9,1,0
2430,15712176,816,8,0.0,1,1
2431,15689351,742,4,92805.72,0,1
2432,15782247,540,4,0.0,1,1
2433,15769064,537,3,135309.36,1,0
2434,15718153,759,6,128917.84,1,1
2435,15613189,774,2,56580.93,1,0
2436,15661734,608,8,131390.75,1,0
2437,15592645,704,4,0.0,0,0
2438,15768387,581,8,0.0,0,0
2439,15792525,628,1,97361.66,1,1
2440,15586976,566,6,0.0,1,0
2441,15790659,701,7,0.0,0,1
2442,15691446,735,10,0.0,1,1
2443,15772632,680,1,0.0,1,0
2444,15706587,560,0,0.0,0,1
2445,15572461,663,4,102714.65,0,0
2446,15654409,665,5,67816.72,1,1
2447,15568025,758,8,81710.46,1,1
2448,15715769,621,2,75237.54,0,1
2449,15667458,764,10,124023.18,1,0
2450,15567980,537,5,100727.5,0,1
2451,15679294,589,10,107238.85,1,0
2452,15606507,555,5,0.0,1,0
2453,15578825,734,0,139994.66,1,0
2454,15619935,783,9,126224.87,1,1
2455,15636089,678,1,145751.03,0,0
2456,15727490,661,5,0.0,0,1
2457,15591766,607,4,121166.89,0,1
2458,15641629,537,1,0.0,0,1
2459,15813303,513,10,0.0,1,1
2460,15756920,576,9,70655.48,0,0
2461,15726403,660,1,129901.21,1,0
2462,15592765,637,8,125470.81,1,1
2463,15704442,672,9,169406.33,1,1
2464,15641136,629,2,0.0,0,1
2465,15725818,583,4,107041.3,1,1
2466,15612071,763,10,95153.77,0,1
2467,15719809,516,3,145166.09,0,0
2468,15716518,617,4,0.0,0,0
2469,15742210,700,9,65962.63,1,1
2470,15630617,727,6,140418.81,1,1
2471,15720838,689,3,139799.63,0,1
2472,15595537,626,9,171787.84,1,0
2473,15623196,686,6,149238.97,1,1
2474,15679249,351,4,163146.46,1,0
2475,15693199,739,8,0.0,1,0
2476,15661219,627,10,0.0,1,0
2477,15617136,451,9,61482.47,1,1
2478,15760294,512,8,145150.28,1,0
2479,15652808,774,5,126670.37,1,0
2480,15657139,652,8,84390.8,0,1
2481,15803790,638,2,89728.86,1,1
2482,15764105,475,1,0.0,1,0
2483,15672610,567,4,118628.8,0,0
2484,15766896,750,3,0.0,1,0
2485,15587735,850,6,96863.13,1,1
2486,15659501,753,6,142263.45,0,1
2487,15745001,683,7,0.0,1,0
2488,15651140,710,3,0.0,1,0
2489,15571148,645,1,0.0,0,0
2490,15776824,714,6,122724.37,1,1
2491,15633141,696,4,174902.26,1,0
2492,15764174,612,4,0.0,1,1
2493,15778155,520,3,108914.17,1,1
2494,15715920,782,10,98052.66,1,1
2495,15671917,666,5,123873.19,1,1
2496,15666548,466,2,111920.13,1,0
2497,15625623,567,4,0.0,0,1
2498,15748123,613,3,0.0,1,1
2499,15648735,718,8,0.0,1,1
2500,15634974,614,8,75150.34,0,1
2501,15713378,711,10,0.0,0,0
2502,15753370,691,5,114753.76,1,0
2503,15782659,527,0,0.0,1,0
2504,15583364,476,6,111871.93,0,0
2505,15625942,619,0,0.0,0,0
2506,15720284,607,4,135927.06,0,0
2507,15679642,695,8,0.0,1,1
2508,15628007,653,1,0.0,0,0
2509,15661974,677,2,57037.74,1,1
2510,15689341,655,10,0.0,1,0
2511,15607993,625,2,79468.96,1,1
2512,15693267,679,7,121063.85,1,0
2513,15769522,734,1,118537.47,1,1
2514,15755825,666,10,0.0,1,0
2515,15598175,592,4,105082.07,1,0
2516,15744327,564,4,0.0,1,0
2517,15798666,814,6,0.0,1,1
2518,15577064,592,2,104702.65,1,0
2519,15759436,758,2,95813.76,1,1
2520,15690231,612,0,167026.61,1,1
2521,15751561,498,7,102453.26,1,0
2522,15739068,638,4,148045.45,1,1
2523,15758056,558,1,0.0,0,0
2524,15742269,756,1,0.0,1,0
2525,15726490,782,4,0.0,1,1
2526,15738411,505,10,104498.79,0,1
2527,15727919,671,6,0.0,0,0
2528,15709396,801,6,0.0,1,1
2529,15654106,604,8,149542.52,0,1
2530,15621653,716,10,87946.39,1,1
2531,15598086,624,3,68639.57,1,0
2532,15752300,607,4,148826.32,1,1
2533,15658693,827,2,0.0,0,1
2534,15631838,606,5,108166.09,0,1
2535,15803804,717,5,103214.71,1,0
2536,15578809,651,1,134760.21,0,0
2537,15752026,691,3,0.0,0,1
2538,15723706,573,0,90124.64,1,0
2539,15752838,723,6,0.0,1,1
2540,15569571,584,6,87361.02,1,0
2541,15769703,550,8,111257.59,0,0
2542,15679770,611,3,131583.59,0,1
2543,15791102,549,9,95020.8,1,1
2544,15655192,850,1,0.0,0,1
2545,15709487,668,5,80242.37,0,0
2546,15687130,686,0,0.0,1,1
2547,15755178,660,1,0.0,1,1
2548,15634772,682,0,122661.39,0,1
2549,15617197,524,4,0.0,1,1
2550,15631240,645,8,0.0,1,1
2551,15784301,850,0,0.0,1,0
2552,15631310,537,3,0.0,1,1
2553,15756560,599,7,81742.84,1,0
2554,15732270,727,8,0.0,1,1
2555,15739357,756,2,145127.85,0,0
2556,15771540,755,9,148912.44,1,0
2557,15567486,634,4,0.0,1,1
2558,15714634,837,4,89900.24,1,0
2559,15727021,727,8,119027.28,1,1
2560,15650670,567,2,105222.86,1,0
2561,15711834,650,6,0.0,0,0
2562,15729763,655,1,116114.93,1,1
2563,15646566,763,9,187911.55,0,1
2564,15645463,843,5,0.0,1,1
2565,15672144,667,6,144432.04,1,1
2566,15596088,705,4,77065.9,0,1
2567,15614878,660,6,180520.29,1,1
2568,15635240,553,1,0.0,0,0
2569,15775905,612,6,130024.87,1,1
2570,15700657,641,2,110086.69,1,0
2571,15611905,513,5,174853.46,1,0
2572,15652527,680,7,108724.98,0,1
2573,15785865,711,9,91285.13,1,1
2574,15645942,689,2,0.0,1,1
2575,15688691,665,9,110610.41,0,1
2576,15592736,551,5,102994.04,1,0
2577,15673529,645,4,59893.85,1,0
2578,15724145,616,8,149318.55,1,0
2579,15704629,582,1,116409.55,0,1
2580,15597896,365,0,127760.07,1,0
2581,15731790,697,6,132591.36,1,1
2582,15634719,704,0,0.0,1,0
2583,15703205,656,5,113402.14,1,1
2584,15567333,712,7,0.0,1,0
2585,15754537,748,0,0.0,0,0
2586,15612030,724,9,0.0,1,1
2587,15573242,691,6,136953.47,1,1
2588,15601892,563,8,0.0,0,1
2589,15663885,741,5,0.0,1,1
2590,15701096,778,8,123863.64,1,0
2591,15710450,848,7,120811.89,1,1
2592,15790846,634,2,148430.55,1,1
2593,15658956,505,6,47869.69,1,1
2594,15755223,692,7,150926.99,0,0
2595,15787318,537,6,103163.35,1,0
2596,15737310,633,10,130206.28,1,0
2597,15763665,833,4,136674.51,0,0
2598,15668818,592,2,200322.45,1,1
2599,15765812,587,1,0.0,1,1
2600,15704844,550,7,80927.56,0,1
2601,15744582,680,10,0.0,1,0
2602,15616700,622,9,0.0,1,1
2603,15683521,594,0,142574.71,1,0
2604,15583049,643,7,160426.07,0,1
2605,15643752,540,5,116160.23,1,0
2606,15620398,635,5,98683.47,1,0
2607,15715707,657,3,118829.03,1,1
2608,15814209,814,1,118870.92,1,0
2609,15733768,600,1,0.0,1,1
2610,15755242,682,2,0.0,1,1
2611,15729412,682,4,107192.38,1,1
2612,15746564,566,3,108010.78,1,1
2613,15588446,550,3,0.0,0,0
2614,15665221,630,7,129837.72,0,1
2615,15640846,546,3,106458.31,1,0
2616,15700209,486,9,97009.15,1,1
2617,15658360,762,9,122929.42,0,0
2618,15602735,692,6,152296.83,0,1
2619,15724834,498,1,0.0,0,0
2620,15800062,850,8,0.0,0,0
2621,15685300,603,6,128993.76,1,0
2622,15760102,551,5,0.0,1,0
2623,15787026,627,0,185267.45,1,1
2624,15653696,515,9,0.0,0,0
2625,15788946,605,3,116805.82,0,0
2626,15600724,567,5,129750.68,1,0
2627,15574324,568,2,129177.01,0,1
2628,15707144,571,6,82506.72,1,0
2629,15775891,634,2,107247.69,1,1
2630,15711789,768,3,0.0,0,0
2631,15600879,554,3,157780.93,1,0
2632,15681196,629,1,172170.36,1,1
2633,15716000,638,2,0.0,1,1
2634,15766776,576,1,0.0,1,1
2635,15680278,661,9,75361.44,1,0
2636,15688637,592,4,0.0,1,1
2637,15591179,702,2,0.0,1,1
2638,15677435,647,0,98263.46,1,0
2639,15698619,593,9,0.0,1,1
2640,15581036,712,3,109308.79,1,0
2641,15622117,625,8,0.0,1,0
2642,15599301,538,6,164365.44,0,1
2643,15581548,637,5,98800.0,1,0
2644,15586870,632,4,193125.85,1,1
2645,15735263,736,5,51522.75,0,1
2646,15765322,755,5,84284.48,1,1
2647,15582944,425,5,0.0,1,0
2648,15687162,461,9,119889.84,0,0
2649,15644962,745,4,137910.45,1,1
2650,15612615,616,6,0.0,1,0
2651,15813439,587,5,100116.82,1,0
2652,15604544,850,4,166082.15,0,1
2653,15761348,601,0,0.0,1,0
2654,15785078,730,3,0.0,1,0
2655,15759874,532,3,148595.55,1,0
2656,15643658,850,2,94078.97,1,0
2657,15713267,779,5,0.0,0,1
2658,15737782,562,9,0.0,1,1
2659,15815490,670,2,164948.98,0,0
2660,15679410,729,4,140549.4,1,0
2661,15756241,767,2,152509.25,1,1
2662,15688409,742,2,191864.51,1,0
2663,15742272,669,8,96418.09,0,0
2664,15717898,542,2,131945.94,0,1
2665,15769582,586,3,0.0,1,1
2666,15635660,612,9,142910.15,1,0
2667,15576723,740,7,0.0,1,1
2668,15591577,584,3,146311.58,1,1
2669,15582325,524,2,87894.26,1,0
2670,15693947,614,5,97445.49,1,0
2671,15760446,598,9,0.0,0,1
2672,15611105,799,7,0.0,0,1
2673,15630920,724,2,154485.74,0,0
2674,15574910,601,2,115625.07,1,0
2675,15756472,804,7,108396.67,1,0
2676,15682890,745,5,65095.41,1,1
2677,15641994,667,1,103018.45,1,0
2678,15733297,518,10,84764.79,1,1
2679,15767793,819,10,0.0,1,0
2680,15725698,520,4,115680.81,1,1
2681,15813532,625,5,0.0,1,0
2682,15576760,673,5,73088.06,0,0
2683,15732102,656,3,150905.03,1,0
2684,15739046,850,9,143054.85,0,1
2685,15631927,574,7,0.0,0,0
2686,15672115,679,6,0.0,1,1
2687,15618765,530,0,99948.45,0,1
2688,15679148,508,3,115451.05,0,0
2689,15728474,558,4,108235.91,1,1
2690,15636999,414,8,0.0,0,1
2691,15754261,648,2,98795.61,1,0
2692,15629150,721,1,0.0,1,0
2693,15736274,751,8,0.0,0,0
2694,15627697,662,2,0.0,0,1
2695,15721585,628,3,113146.98,0,1
2696,15639946,597,8,162532.14,1,0
2697,15792176,698,0,92053.44,1,1
2698,15699450,723,7,0.0,1,1
2699,15729954,586,5,0.0,1,0
2700,15600103,633,8,104944.1,1,1
2701,15786200,564,4,0.0,1,0
2702,15797010,649,2,0.0,1,0
2703,15670172,622,4,107879.04,0,1
2704,15627352,459,7,110356.42,1,0
2705,15622494,718,2,0.0,0,0
2706,15585835,655,4,109783.69,1,0
2707,15595071,696,9,149777.0,1,1
2708,15628203,637,3,104339.56,0,0
2709,15667190,630,1,85818.18,1,1
2710,15780212,592,4,212692.97,0,0
2711,15766869,634,1,89696.84,1,1
2712,15775741,608,9,0.0,1,1
2713,15628170,565,9,68067.24,1,0
2714,15701318,763,9,148564.66,0,1
2715,15710928,665,8,136354.16,1,1
2716,15682547,649,1,122214.0,0,1
2717,15631170,695,3,0.0,1,1
2718,15648702,775,6,119684.88,1,1
2719,15783444,788,3,135139.33,0,1
2720,15809178,569,9,146100.75,1,0
2721,15806688,726,8,123110.9,0,1
2722,15576824,564,3,111760.4,1,1
2723,15675422,544,9,110728.39,1,1
2724,15681550,614,8,121558.46,1,1
2725,15812628,453,8,120623.21,1,0
2726,15597951,471,4,114713.57,1,1
2727,15807045,829,3,103457.76,0,0
2728,15581748,754,2,101134.87,1,1
2729,15770420,749,10,78136.36,1,1
2730,15608230,667,1,0.0,1,0
2731,15730339,670,3,133446.34,0,0
2732,15712584,670,7,0.0,1,1
2733,15592816,623,1,108076.33,1,0
2734,15641480,571,5,131354.25,1,0
2735,15708505,641,7,62974.64,0,1
2736,15791131,551,2,143340.44,1,0
2737,15618225,741,8,116993.43,1,0
2738,15644724,472,4,58662.92,0,1
2739,15662098,650,3,128808.65,0,0
2740,15723894,625,7,137555.44,0,0
2741,15787699,650,4,142393.11,1,1
2742,15687738,535,8,0.0,1,0
2743,15576126,649,2,125785.23,1,1
2744,15658889,689,4,136444.25,1,0
2745,15667046,694,7,121527.4,1,0
2746,15669957,655,9,144696.75,1,1
2747,15655794,620,8,0.0,1,1
2748,15599829,577,10,0.0,1,1
2749,15753332,401,8,128140.17,1,0
2750,15671124,599,6,120383.41,1,1
2751,15767474,481,9,0.0,1,1
2752,15720671,704,8,129735.3,1,1
2753,15626787,698,8,185078.26,0,0
2754,15774491,480,6,0.0,0,0
2755,15579647,682,0,0.0,1,1
2756,15625522,700,7,0.0,0,1
2757,15765806,492,1,144591.96,1,1
2758,15566708,444,4,0.0,1,0
2759,15668347,624,6,0.0,0,0
2760,15575214,709,7,0.0,1,0
2761,15591123,557,2,100194.44,1,1
2762,15573280,646,6,145295.31,1,1
2763,15589018,719,3,106070.29,1,1
2764,15654495,706,6,120621.89,1,1
2765,15597265,660,7,0.0,0,1
2766,15733876,667,9,0.0,1,1
2767,15677217,705,1,0.0,1,1
2768,15747265,598,10,171283.91,1,1
2769,15713379,669,4,0.0,1,1
2770,15730433,580,1,128218.47,1,0
2771,15693347,676,5,0.0,1,1
2772,15715465,714,7,77776.39,1,0
2773,15680736,597,6,124978.19,1,1
2774,15610765,559,1,0.0,0,0
2775,15650034,564,1,0.0,1,1
2776,15782468,850,3,109799.55,1,1
2777,15685109,689,7,0.0,0,0
2778,15776233,758,8,125397.21,1,0
2779,15761141,604,10,0.0,1,1
2780,15781702,733,9,111347.37,0,1
2781,15790235,778,8,104291.41,1,1
2782,15641416,732,9,94867.18,1,1
2783,15775234,646,8,0.0,0,0
2784,15659475,597,6,135703.59,0,0
2785,15642202,821,5,106453.53,0,1
2786,15771417,640,7,132412.38,0,0
2787,15585100,511,9,124401.6,1,0
2788,15700487,805,6,118022.06,1,0
2789,15726589,540,1,82531.11,1,0
2790,15747503,705,0,184552.12,1,0
2791,15595883,540,4,127278.31,1,1
2792,15663826,532,3,0.0,1,1
2793,15742820,535,2,0.0,0,1
2794,15624793,627,5,184244.86,1,0
2795,15597930,646,8,59669.43,0,0
2796,15665110,515,7,79543.59,0,1
2797,15770719,697,6,151553.19,1,1
2798,15731327,652,2,166527.88,0,1
2799,15576044,579,6,150329.15,1,0
2800,15775662,760,8,121911.59,1,0
2801,15646817,769,9,156773.78,1,0
2802,15596060,498,8,127864.26,1,1
2803,15723299,774,4,113709.28,1,1
2804,15636982,705,7,79974.55,1,1
2805,15751175,648,2,0.0,1,1
2806,15618936,688,5,0.0,1,0
2807,15787529,592,0,0.0,1,0
2808,15780128,705,3,144427.96,1,0
2809,15615991,654,7,99263.09,1,1
2810,15757001,624,2,79368.87,1,1
2811,15595388,594,10,0.0,1,1
2812,15699550,695,9,0.0,1,1
2813,15581620,597,2,0.0,1,1
2814,15600934,758,7,125095.94,1,0
2815,15738672,737,2,162485.8,1,0
2816,15721307,694,1,95668.82,1,0
2817,15619280,683,4,0.0,1,0
2818,15768244,538,8,0.0,1,1
2819,15806837,669,4,0.0,1,0
2820,15643496,730,5,74197.38,1,0
2821,15813916,622,1,89688.94,1,1
2822,15626385,714,10,103121.33,1,1
2823,15603582,569,3,0.0,1,0
2824,15764351,668,5,120170.07,0,1
2825,15667938,628,9,149136.31,1,1
2826,15576360,600,1,141136.79,1,1
2827,15628813,693,4,152341.55,1,0
2828,15584190,704,7,120026.98,0,1
2829,15716449,527,9,132168.28,0,0
2830,15759913,553,6,85200.82,1,1
2831,15701555,575,1,84903.33,0,1
2832,15758482,626,0,0.0,0,0
2833,15758171,582,4,0.0,1,1
2834,15680346,683,8,0.0,1,0
2835,15649124,850,9,121535.18,0,0
2836,15812917,653,6,116662.96,1,1
2837,15768455,679,8,0.0,1,1
2838,15703059,549,6,124829.16,0,1
2839,15646196,850,2,155180.56,0,0
2840,15585451,558,1,108262.87,1,1
2841,15714057,528,4,0.0,1,0
2842,15748473,801,5,0.0,1,0
2843,15785782,513,2,0.0,1,1
2844,15693233,666,6,99812.88,1,1
2845,15757521,606,2,132164.26,0,1
2846,15812513,599,10,103583.05,1,0
2847,15674950,544,4,142406.43,1,0
2848,15678572,529,7,99842.5,1,0
2849,15713608,850,5,0.0,1,1
2850,15579262,497,9,0.0,0,0
2851,15610426,764,5,81042.42,0,1
2852,15776454,603,5,0.0,1,0
2853,15771483,609,6,0.0,1,1
2854,15648489,487,4,199689.49,1,1
2855,15646609,748,1,142645.43,0,0
2856,15693203,710,5,0.0,1,1
2857,15813067,432,3,110219.14,1,0
2858,15769829,534,3,0.0,0,1
2859,15662434,607,3,0.0,0,0
2860,15773503,551,4,0.0,1,0
2861,15705890,674,7,142072.02,1,0
2862,15711398,525,6,0.0,1,0
2863,15752375,645,8,149564.61,0,0
2864,15659175,755,9,0.0,1,0
2865,15597033,708,8,153366.13,1,1
2866,15590228,715,6,76467.16,1,1
2867,15631848,727,9,121508.28,1,1
2868,15654211,559,1,0.0,0,1
2869,15707968,545,8,73211.12,1,0
2870,15594084,524,9,0.0,1,0
2871,15651093,707,1,0.0,0,1
2872,15798824,671,0,92674.94,1,0
2873,15671591,439,3,96196.24,1,0
2874,15707189,667,1,114391.62,1,1
2875,15733581,831,9,80262.66,1,0
2876,15641640,545,7,173331.52,1,0
2877,15585284,604,7,147285.52,1,1
2878,15617866,657,5,119785.47,1,1
2879,15667751,487,1,140137.15,1,0
2880,15669411,750,6,107467.56,1,0
2881,15789425,694,8,98218.04,1,0
2882,15570943,711,2,133607.75,1,1
2883,15685829,551,3,0.0,1,1
2884,15721917,559,8,95139.41,1,1
2885,15776047,620,3,0.0,0,1
2886,15716024,660,5,0.0,1,0
2887,15675328,449,6,0.0,1,0
2888,15604314,703,1,97331.19,1,0
2889,15658339,795,2,139265.63,1,1
2890,15630402,594,9,0.0,0,1
2891,15689616,586,5,168094.01,0,0
2892,15774224,613,5,131563.88,1,0
2893,15701291,601,3,0.0,1,0
2894,15719606,657,9,0.0,0,0
2895,15644119,531,3,0.0,1,1
2896,15646859,621,7,107363.29,1,1
2897,15606836,782,2,94493.03,0,1
2898,15664150,528,9,170214.23,1,0
2899,15624510,696,6,139781.06,1,0
2900,15810944,586,7,0.0,1,0
2901,15668575,626,8,148610.41,0,1
2902,15603246,498,2,170241.7,1,1
2903,15804002,691,1,128306.83,1,1
2904,15728773,568,7,0.0,1,1
2905,15598044,715,3,0.0,1,1
2906,15694829,680,7,175454.0,0,1
2907,15600575,802,6,0.0,1,0
2908,15727311,539,0,100885.93,1,1
2909,15570769,494,9,93320.8,1,1
2910,15606274,594,6,63176.44,1,1
2911,15746139,596,2,139451.67,0,0
2912,15704987,649,8,49113.75,1,0
2913,15628972,699,1,123906.22,1,1
2914,15697686,787,6,0.0,1,1
2915,15733883,604,7,0.0,0,0
2916,15617482,489,1,131441.51,1,0
2917,15704583,651,2,0.0,1,0
2918,15621083,698,6,136325.48,1,1
2919,15649487,578,4,113150.44,1,0
2920,15736760,538,9,0.0,0,0
2921,15714658,696,4,0.0,1,1
2922,15599081,507,8,102785.16,1,1
2923,15705113,685,6,83264.28,0,0
2924,15631159,705,4,72252.64,1,1
2925,15792818,499,6,148051.52,1,0
2926,15633531,717,9,138489.66,1,1
2927,15744529,510,8,0.0,1,1
2928,15669656,632,6,111589.33,1,1
2929,15581198,668,0,122104.79,1,0
2930,15729054,744,4,96106.83,1,1
2931,15573452,663,7,115930.87,1,0
2932,15776733,638,7,124513.66,1,0
2933,15724858,688,9,0.0,1,0
2934,15713144,588,8,0.0,1,0
2935,15690188,631,7,0.0,1,1
2936,15689425,687,8,100988.39,1,0
2937,15671766,599,10,118577.24,1,1
2938,15782806,718,6,0.0,1,0
2939,15764419,730,5,0.0,1,1
2940,15591915,533,2,0.0,0,1
2941,15772798,711,5,0.0,1,1
2942,15792008,555,9,0.0,0,1
2943,15715541,850,9,113311.11,1,1
2944,15639277,678,9,0.0,0,0
2945,15798850,576,7,0.0,1,0
2946,15776348,835,4,124365.42,0,0
2947,15727696,592,1,147249.29,1,1
2948,15793813,774,7,103688.19,0,1
2949,15694395,620,1,138740.24,0,0
2950,15764195,519,4,111900.14,1,1
2951,15744919,734,0,152760.24,1,1
2952,15671655,763,7,143966.3,1,1
2953,15654901,733,10,141556.96,1,0
2954,15649136,650,6,0.0,1,1
2955,15775562,538,5,0.0,1,0
2956,15807481,577,1,0.0,1,1
2957,15642885,792,8,0.0,1,0
2958,15789109,686,10,0.0,1,1
2959,15814004,589,2,0.0,0,1
2960,15673619,530,9,162560.32,1,0
2961,15595135,778,7,123229.46,1,0
2962,15583681,616,7,76665.71,1,1
2963,15605000,550,9,140278.99,1,1
2964,15718071,655,3,0.0,0,1
2965,15679760,721,1,115764.32,0,0
2966,15654574,499,5,131142.53,1,0
2967,15577178,511,5,68375.27,1,0
2968,15595324,579,5,117833.3,0,0
2969,15756932,696,7,0.0,1,1
2970,15726358,681,7,0.0,0,0
2971,15595228,815,7,0.0,0,1
2972,15782530,681,2,111093.01,1,0
2973,15592877,641,9,132657.55,1,0
2974,15651983,591,9,128882.49,1,1
2975,15746737,565,9,69129.59,1,1
2976,15774179,487,6,0.0,1,1
2977,15667265,729,4,121404.64,1,1
2978,15655123,505,9,131355.3,1,0
2979,15595917,580,1,102097.33,0,1
2980,15668385,642,1,154863.15,1,1
2981,15709476,850,3,99945.93,1,0
2982,15711218,616,2,121704.32,1,0
2983,15798659,526,3,0.0,1,0
2984,15663939,523,8,138782.76,1,1
2985,15694946,663,9,0.0,1,1
2986,15631912,840,8,136291.71,1,0
2987,15768816,570,0,107856.57,1,0
2988,15682268,676,1,108348.66,0,0
2989,15684801,689,1,93871.95,1,0
2990,15636428,703,1,0.0,1,0
2991,15809823,491,2,125860.2,0,0
2992,15699284,584,8,172713.44,1,0
2993,15786993,810,5,0.0,0,1
2994,15709441,745,8,0.0,1,1
2995,15710257,625,3,130786.92,0,1
2996,15582492,535,2,112367.34,1,0
2997,15575694,729,7,91091.06,1,0
2998,15756820,655,7,106198.5,0,1
2999,15766289,751,5,142669.93,1,0
3000,15593014,525,1,112833.35,0,1
3001,15584545,532,5,0.0,0,1
3002,15675949,696,4,0.0,1,1
3003,15672091,786,2,104336.43,0,0
3004,15801658,580,6,104305.74,0,1
3005,15706185,596,5,140187.1,1,1
3006,15789863,683,4,0.0,1,0
3007,15720943,747,1,114959.12,1,0
3008,15697997,602,5,164704.38,0,1
3009,15665416,779,10,119096.55,0,1
3010,15660200,551,1,0.0,1,1
3011,15619653,666,2,0.0,1,0
3012,15773447,526,8,0.0,1,0
3013,15739160,849,9,115465.28,1,0
3014,15689237,471,4,0.0,1,0
3015,15679297,628,3,184926.61,1,0
3016,15591433,674,8,85957.88,1,0
3017,15642725,797,10,114084.6,0,1
3018,15701962,590,2,166930.76,1,0
3019,15811613,588,8,0.0,1,0
3020,15741049,577,7,0.0,1,1
3021,15724423,571,6,107193.82,0,0
3022,15574305,680,3,116275.12,1,1
3023,15678168,648,7,0.0,1,1
3024,15697020,618,2,91068.56,1,0
3025,15610801,648,5,123049.21,0,1
3026,15745232,759,6,0.0,1,1
3027,15722758,585,7,0.0,0,0
3028,15792102,774,3,137781.65,0,0
3029,15675185,697,2,108128.96,1,1
3030,15801247,605,10,105317.73,1,0
3031,15725660,676,1,80569.73,0,0
3032,15638963,678,4,174852.89,1,1
3033,15800061,495,3,89158.94,1,0
3034,15578006,787,10,0.0,1,1
3035,15668504,770,2,89800.14,1,1
3036,15687491,817,9,101207.75,0,0
3037,15610403,659,1,106086.42,1,0
3038,15741094,693,1,0.0,1,1
3039,15807909,744,9,0.0,1,0
3040,15666141,829,8,101440.36,1,1
3041,15617134,716,4,0.0,1,0
3042,15783029,671,7,106603.74,1,1
3043,15622833,835,10,130420.2,0,0
3044,15746422,636,1,0.0,1,0
3045,15750839,649,2,45022.23,1,1
3046,15749130,621,1,74298.43,1,1
3047,15779862,658,3,133003.03,0,1
3048,15767871,784,7,0.0,1,1
3049,15679651,783,1,136689.66,1,0
3050,15576219,615,4,0.0,1,1
3051,15699247,791,5,0.0,1,1
3052,15619087,762,1,102520.37,1,1
3053,15605327,607,2,0.0,1,1
3054,15610140,601,5,0.0,1,0
3055,15791174,540,1,88382.01,0,1
3056,15602373,812,4,115049.15,1,0
3057,15762605,685,1,104796.54,1,1
3058,15598840,680,1,123082.08,1,0
3059,15744279,680,8,0.0,1,1
3060,15670619,631,8,0.0,0,0
3061,15599533,569,7,0.0,1,1
3062,15757837,584,3,88311.48,1,1
3063,15697574,582,9,0.0,1,1
3064,15578738,609,7,71872.19,1,1
3065,15762228,506,6,110046.93,1,0
3066,15614827,503,8,104430.08,1,1
3067,15789815,503,5,0.0,1,0
3068,15579781,806,10,138653.51,1,0
3069,15587013,653,7,102575.04,1,1
3070,15570932,666,7,137780.74,1,1
3071,15794661,674,2,0.0,1,0
3072,15581654,798,7,0.0,0,1
3073,15644296,740,8,105209.54,1,0
3074,15614420,531,0,109570.21,1,1
3075,15609653,614,6,118715.86,1,0
3076,15594577,556,10,0.0,1,1
3077,15584114,678,2,153393.18,1,1
3078,15673367,587,6,132603.36,1,0
3079,15685576,527,6,0.0,1,1
3080,15774727,757,1,129398.01,0,0
3081,15694288,468,3,0.0,1,0
3082,15603319,693,2,151352.74,0,0
3083,15759066,483,5,136836.49,1,0
3084,15814816,466,4,91592.06,1,0
3085,15724402,770,8,0.0,1,0
3086,15571059,734,3,0.0,1,0
3087,15674206,716,8,0.0,1,1
3088,15715160,439,2,165536.28,1,1
3089,15730448,538,5,62482.95,1,1
3090,15662067,743,8,68155.59,1,0
3091,15779581,734,3,55853.33,0,1
3092,15662901,656,2,0.0,0,1
3093,15689751,666,2,79589.43,0,0
3094,15667742,627,5,100880.76,0,1
3095,15738448,480,3,174330.35,0,0
3096,15680243,792,7,143390.51,1,0
3097,15745083,613,8,91415.76,0,0
3098,15708228,476,3,134366.42,1,0
3099,15628523,539,3,0.0,1,1
3100,15708196,696,8,88786.81,1,1
